user_id,session_date,device,traffic_source,location,visited,signed_up,viewed_product,added_to_cart,started_checkout,purchased,order_value,session_duration_min
U02684,2026-03-03,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,8.3
U02685,2026-02-03,Mobile,Referral,Mumbai,1,0,0,0,0,0,0,6.3
U02686,2026-02-11,Mobile,Organic Search,Delhi,1,0,0,0,0,0,0,8.8
U02687,2026-03-22,Mobile,Paid Search,Other,1,0,0,0,0,0,0,3.6
U02688,2026-01-04,Mobile,Referral,Chennai,1,1,1,0,0,0,0,8.1
U02689,2026-03-04,Mobile,Direct,Chennai,1,1,1,1,1,1,4405.99,3.2
U02690,2026-01-23,Mobile,Paid Search,Pune,1,0,0,0,0,0,0,5.3
U02691,2026-01-11,Mobile,Referral,Mumbai,1,0,0,0,0,0,0,7.3
U02692,2026-01-23,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,5.8
U02693,2026-03-02,Mobile,Referral,Pune,1,1,1,1,1,0,0,2.9
U02694,2026-03-10,Mobile,Email,Hyderabad,1,0,0,0,0,0,0,3.5
U02695,2026-02-21,Tablet,Organic Search,Hyderabad,1,0,0,0,0,0,0,9
U02696,2026-03-02,Mobile,Paid Search,Hyderabad,1,1,1,0,0,0,0,7.5
U02697,2026-01-05,Desktop,Organic Search,Hyderabad,1,0,0,0,0,0,0,10.1
U02698,2026-01-17,Mobile,Paid Search,Hyderabad,1,1,1,1,0,0,0,4.5
U02699,2026-03-28,Desktop,Organic Search,Hyderabad,1,1,1,0,0,0,0,13.7
U02700,2026-02-03,Desktop,Email,Chennai,1,0,0,0,0,0,0,5.1
U02701,2026-01-16,Mobile,Direct,Bengaluru,1,0,0,0,0,0,0,7.9
U02702,2026-01-04,Tablet,Organic Search,Hyderabad,1,1,1,0,0,0,0,6.4
U02703,2026-02-21,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,3
U02704,2026-01-20,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,14.4
U02705,2026-02-17,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,6.6
U02706,2026-02-20,Desktop,Social Media,Chennai,1,0,0,0,0,0,0,2.4
U02707,2026-02-14,Mobile,Social Media,Bengaluru,1,1,1,0,0,0,0,8.7
U02708,2026-03-21,Mobile,Social Media,Bengaluru,1,1,0,0,0,0,0,11
U02709,2026-02-18,Mobile,Paid Search,Chennai,1,1,0,0,0,0,0,0.8
U02710,2026-02-25,Mobile,Organic Search,Delhi,1,0,0,0,0,0,0,4.2
U02711,2026-01-03,Desktop,Paid Search,Mumbai,1,0,0,0,0,0,0,9.8
U02712,2026-02-11,Mobile,Organic Search,Other,1,0,0,0,0,0,0,5.3
U02713,2026-03-12,Mobile,Social Media,Mumbai,1,1,1,1,0,0,0,12.2
U02714,2026-02-11,Mobile,Paid Search,Chennai,1,0,0,0,0,0,0,7.7
U02715,2026-03-26,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,3.7
U02716,2026-01-29,Mobile,Organic Search,Delhi,1,1,0,0,0,0,0,10.6
U02717,2026-01-17,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,14.5
U02718,2026-03-26,Tablet,Direct,Chennai,1,0,0,0,0,0,0,2.2
U02719,2026-01-28,Desktop,Organic Search,Chennai,1,0,0,0,0,0,0,3.6
U02720,2026-03-01,Mobile,Paid Search,Mumbai,1,1,1,1,1,1,5289.65,3.2
U02721,2026-03-28,Desktop,Social Media,Other,1,1,1,0,0,0,0,3.1
U02722,2026-02-16,Desktop,Organic Search,Other,1,1,0,0,0,0,0,3
U02723,2026-01-11,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,6
U02724,2026-03-06,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,3.9
U02725,2026-03-01,Mobile,Direct,Pune,1,1,1,0,0,0,0,8.7
U02726,2026-03-29,Mobile,Direct,Mumbai,1,1,1,0,0,0,0,13.2
U02727,2026-03-02,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,2.8
U02728,2026-03-18,Mobile,Social Media,Delhi,1,0,0,0,0,0,0,4.7
U02729,2026-02-12,Mobile,Direct,Mumbai,1,1,1,0,0,0,0,3.5
U02730,2026-02-08,Mobile,Direct,Other,1,0,0,0,0,0,0,7.8
U02731,2026-01-01,Desktop,Direct,Mumbai,1,0,0,0,0,0,0,8.9
U02732,2026-01-09,Mobile,Organic Search,Chennai,1,0,0,0,0,0,0,7
U02733,2026-03-26,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,7.5
U02734,2026-03-15,Tablet,Email,Pune,1,1,0,0,0,0,0,16
U02735,2026-01-09,Tablet,Social Media,Mumbai,1,0,0,0,0,0,0,7.5
U02736,2026-01-03,Desktop,Organic Search,Mumbai,1,1,0,0,0,0,0,3.4
U02737,2026-01-29,Tablet,Organic Search,Other,1,0,0,0,0,0,0,9.9
U02738,2026-03-27,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,6.5
U02739,2026-02-11,Tablet,Direct,Chennai,1,0,0,0,0,0,0,2.5
U02740,2026-02-12,Mobile,Paid Search,Delhi,1,0,0,0,0,0,0,4.3
U02741,2026-01-24,Mobile,Direct,Mumbai,1,1,0,0,0,0,0,5.3
U02742,2026-01-03,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,7.4
U02743,2026-01-08,Mobile,Referral,Chennai,1,0,0,0,0,0,0,4.4
U02744,2026-02-14,Mobile,Paid Search,Delhi,1,1,1,1,1,1,1044.02,4.3
U02745,2026-01-26,Desktop,Organic Search,Chennai,1,0,0,0,0,0,0,4.1
U02746,2026-02-20,Desktop,Paid Search,Delhi,1,0,0,0,0,0,0,11
U02747,2026-02-24,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,10.8
U02748,2026-02-02,Mobile,Social Media,Other,1,1,1,0,0,0,0,1.5
U02749,2026-02-04,Desktop,Organic Search,Bengaluru,1,1,1,0,0,0,0,7.4
U02750,2026-03-21,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,3.2
U02751,2026-01-11,Mobile,Organic Search,Chennai,1,1,1,0,0,0,0,1.5
U02752,2026-02-18,Desktop,Organic Search,Mumbai,1,1,0,0,0,0,0,13.2
U02753,2026-03-20,Mobile,Social Media,Bengaluru,1,1,1,0,0,0,0,9.2
U02754,2026-01-25,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,7.9
U02755,2026-03-19,Desktop,Paid Search,Delhi,1,1,1,0,0,0,0,4.6
U02756,2026-03-14,Mobile,Referral,Bengaluru,1,1,1,0,0,0,0,4.3
U02757,2026-01-10,Mobile,Social Media,Mumbai,1,1,1,1,1,1,2143.95,6.3
U02758,2026-03-28,Desktop,Social Media,Delhi,1,1,1,1,0,0,0,11.6
U02759,2026-02-14,Desktop,Email,Delhi,1,0,0,0,0,0,0,5.9
U02760,2026-01-06,Mobile,Organic Search,Bengaluru,1,1,1,1,0,0,0,2.4
U02761,2026-01-28,Mobile,Social Media,Mumbai,1,1,1,0,0,0,0,10.3
U02762,2026-01-13,Mobile,Direct,Chennai,1,0,0,0,0,0,0,6.7
U02763,2026-03-18,Desktop,Organic Search,Pune,1,0,0,0,0,0,0,3.3
U02764,2026-03-05,Mobile,Paid Search,Pune,1,0,0,0,0,0,0,8.4
U02765,2026-01-30,Mobile,Direct,Bengaluru,1,1,1,0,0,0,0,15.5
U02766,2026-01-05,Tablet,Paid Search,Hyderabad,1,1,1,0,0,0,0,9.2
U02767,2026-03-12,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,4
U02768,2026-02-24,Mobile,Direct,Bengaluru,1,1,0,0,0,0,0,16.2
U02769,2026-03-31,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,12.6
U02770,2026-03-28,Desktop,Organic Search,Mumbai,1,1,1,1,0,0,0,0.8
U02771,2026-02-21,Mobile,Direct,Bengaluru,1,0,0,0,0,0,0,14.3
U02772,2026-01-28,Mobile,Direct,Delhi,1,0,0,0,0,0,0,10.2
U02773,2026-01-24,Desktop,Social Media,Other,1,1,1,0,0,0,0,6
U02774,2026-03-18,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,7.2
U02775,2026-02-18,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,6.6
U02776,2026-03-18,Mobile,Email,Mumbai,1,0,0,0,0,0,0,2.1
U02777,2026-02-17,Mobile,Paid Search,Mumbai,1,1,1,0,0,0,0,8.6
U02778,2026-01-31,Mobile,Organic Search,Pune,1,0,0,0,0,0,0,1.8
U02779,2026-01-24,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,7.9
U02780,2026-03-12,Mobile,Direct,Chennai,1,0,0,0,0,0,0,20.3
U02781,2026-01-20,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,5.8
U02782,2026-01-02,Desktop,Direct,Mumbai,1,1,1,1,1,1,3447.24,3.8
U02783,2026-03-23,Tablet,Direct,Delhi,1,0,0,0,0,0,0,13.1
U02784,2026-03-17,Desktop,Social Media,Hyderabad,1,1,1,1,1,1,7745.23,10.6
U02785,2026-02-27,Desktop,Paid Search,Mumbai,1,0,0,0,0,0,0,2.4
U02786,2026-02-23,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,9.7
U02787,2026-03-26,Tablet,Email,Bengaluru,1,1,1,1,1,0,0,4
U02788,2026-02-08,Mobile,Social Media,Delhi,1,1,1,1,1,1,2202.28,12.4
U02789,2026-01-19,Tablet,Organic Search,Hyderabad,1,0,0,0,0,0,0,5.7
U02790,2026-03-11,Tablet,Direct,Bengaluru,1,0,0,0,0,0,0,13.3
U02791,2026-03-14,Desktop,Social Media,Delhi,1,0,0,0,0,0,0,3.5
U02792,2026-01-04,Tablet,Paid Search,Mumbai,1,0,0,0,0,0,0,3.3
U02793,2026-01-20,Mobile,Social Media,Hyderabad,1,1,1,0,0,0,0,3.4
U02794,2026-01-03,Mobile,Email,Mumbai,1,0,0,0,0,0,0,15.4
U02795,2026-03-14,Mobile,Organic Search,Hyderabad,1,1,1,1,1,1,3306.01,1.3
U02796,2026-03-03,Mobile,Referral,Bengaluru,1,1,1,0,0,0,0,6.3
U02797,2026-03-10,Mobile,Paid Search,Chennai,1,0,0,0,0,0,0,3.6
U02798,2026-03-09,Desktop,Organic Search,Hyderabad,1,1,1,1,1,1,2554.35,7.7
U02799,2026-01-19,Tablet,Paid Search,Other,1,1,1,0,0,0,0,1.9
U02800,2026-01-16,Mobile,Email,Hyderabad,1,1,0,0,0,0,0,10.8
U02801,2026-01-22,Desktop,Direct,Delhi,1,1,1,1,0,0,0,9.5
U02802,2026-03-21,Desktop,Referral,Pune,1,1,1,1,0,0,0,13.2
U02803,2026-01-21,Tablet,Direct,Other,1,1,0,0,0,0,0,11.7
U02804,2026-02-25,Tablet,Organic Search,Chennai,1,1,1,0,0,0,0,4.2
U02805,2026-03-01,Mobile,Organic Search,Pune,1,1,1,0,0,0,0,16.3
U02806,2026-02-03,Tablet,Social Media,Other,1,0,0,0,0,0,0,4.9
U02807,2026-03-10,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,6.4
U02808,2026-03-21,Mobile,Referral,Chennai,1,1,0,0,0,0,0,11.5
U02809,2026-03-07,Mobile,Email,Hyderabad,1,0,0,0,0,0,0,18.2
U02810,2026-01-13,Desktop,Direct,Mumbai,1,0,0,0,0,0,0,11.6
U02811,2026-03-19,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,6.2
U02812,2026-01-21,Desktop,Social Media,Bengaluru,1,1,0,0,0,0,0,11
U02813,2026-03-01,Desktop,Social Media,Delhi,1,1,1,1,1,1,1615.77,11.6
U02814,2026-03-09,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,11.7
U02815,2026-03-15,Mobile,Social Media,Pune,1,0,0,0,0,0,0,21.7
U02816,2026-02-15,Desktop,Paid Search,Hyderabad,1,1,1,0,0,0,0,17.9
U02817,2026-01-16,Mobile,Paid Search,Mumbai,1,1,1,0,0,0,0,5.1
U02818,2026-02-24,Mobile,Paid Search,Hyderabad,1,1,1,1,0,0,0,10.3
U02819,2026-01-11,Mobile,Organic Search,Bengaluru,1,0,0,0,0,0,0,4.2
U02820,2026-02-02,Mobile,Social Media,Delhi,1,1,1,1,1,1,2797,5.7
U02821,2026-03-27,Tablet,Paid Search,Bengaluru,1,1,1,1,1,0,0,10.4
U02822,2026-02-19,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,3
U02823,2026-02-21,Desktop,Paid Search,Other,1,1,1,0,0,0,0,6.9
U02824,2026-03-16,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,13.3
U02825,2026-03-03,Mobile,Paid Search,Pune,1,1,0,0,0,0,0,6.3
U02826,2026-02-10,Desktop,Organic Search,Hyderabad,1,1,0,0,0,0,0,6.6
U02827,2026-01-11,Desktop,Social Media,Hyderabad,1,1,1,0,0,0,0,9.1
U02828,2026-01-07,Mobile,Email,Hyderabad,1,1,1,0,0,0,0,14.4
U02829,2026-03-20,Mobile,Email,Other,1,0,0,0,0,0,0,4.9
U02830,2026-03-25,Mobile,Referral,Hyderabad,1,1,1,0,0,0,0,8.7
U02831,2026-01-16,Mobile,Social Media,Pune,1,0,0,0,0,0,0,5.4
U02832,2026-01-29,Desktop,Social Media,Other,1,0,0,0,0,0,0,2.3
U02833,2026-01-05,Mobile,Referral,Chennai,1,0,0,0,0,0,0,7.5
U02834,2026-03-26,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,3.3
U02835,2026-03-05,Mobile,Email,Delhi,1,1,1,0,0,0,0,6.5
U02836,2026-01-15,Desktop,Paid Search,Chennai,1,1,0,0,0,0,0,3.9
U02837,2026-01-06,Tablet,Paid Search,Hyderabad,1,0,0,0,0,0,0,7.2
U02838,2026-02-18,Mobile,Referral,Chennai,1,0,0,0,0,0,0,7.1
U02839,2026-03-28,Desktop,Organic Search,Delhi,1,0,0,0,0,0,0,9.1
U02840,2026-02-20,Mobile,Paid Search,Delhi,1,1,1,1,1,1,3380.03,7.2
U02841,2026-02-11,Mobile,Organic Search,Bengaluru,1,0,0,0,0,0,0,1.6
U02842,2026-03-06,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,3.9
U02843,2026-01-05,Desktop,Organic Search,Other,1,1,1,1,0,0,0,3.8
U02844,2026-03-14,Tablet,Social Media,Hyderabad,1,0,0,0,0,0,0,0.6
U02845,2026-03-20,Mobile,Referral,Delhi,1,0,0,0,0,0,0,7.5
U02846,2026-01-24,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,3.4
U02847,2026-02-06,Desktop,Paid Search,Pune,1,0,0,0,0,0,0,13.8
U02848,2026-02-22,Mobile,Direct,Other,1,0,0,0,0,0,0,3.7
U02849,2026-01-06,Mobile,Social Media,Bengaluru,1,1,0,0,0,0,0,2.7
U02850,2026-02-08,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,8
U02851,2026-03-16,Desktop,Referral,Chennai,1,0,0,0,0,0,0,5.7
U02852,2026-03-30,Mobile,Email,Bengaluru,1,0,0,0,0,0,0,4.1
U02853,2026-03-03,Mobile,Email,Chennai,1,1,1,0,0,0,0,5.7
U02854,2026-03-23,Desktop,Organic Search,Delhi,1,1,1,0,0,0,0,6.4
U02855,2026-03-27,Mobile,Social Media,Bengaluru,1,1,1,1,1,0,0,4
U02856,2026-03-01,Mobile,Direct,Bengaluru,1,0,0,0,0,0,0,8.6
U02857,2026-02-10,Mobile,Social Media,Delhi,1,1,1,0,0,0,0,6.5
U02858,2026-03-19,Mobile,Email,Mumbai,1,0,0,0,0,0,0,7.6
U02859,2026-01-10,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,10.9
U02860,2026-03-22,Mobile,Referral,Delhi,1,0,0,0,0,0,0,9.1
U02861,2026-03-11,Desktop,Paid Search,Delhi,1,0,0,0,0,0,0,1.3
U02862,2026-01-07,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,5.9
U02863,2026-01-05,Tablet,Organic Search,Bengaluru,1,0,0,0,0,0,0,4.3
U02864,2026-01-27,Mobile,Email,Hyderabad,1,0,0,0,0,0,0,2.9
U02865,2026-02-04,Mobile,Email,Pune,1,1,1,1,0,0,0,6.3
U02866,2026-02-24,Mobile,Organic Search,Pune,1,1,1,0,0,0,0,11.5
U02867,2026-01-17,Mobile,Email,Delhi,1,1,0,0,0,0,0,1
U02868,2026-01-07,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,5.2
U02869,2026-03-02,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,2.6
U02870,2026-03-06,Mobile,Paid Search,Pune,1,1,1,0,0,0,0,7.6
U02871,2026-01-15,Desktop,Organic Search,Chennai,1,1,1,1,0,0,0,1.6
U02872,2026-02-27,Tablet,Paid Search,Hyderabad,1,0,0,0,0,0,0,6.4
U02873,2026-02-18,Desktop,Paid Search,Mumbai,1,1,1,0,0,0,0,7
U02874,2026-03-16,Mobile,Email,Pune,1,0,0,0,0,0,0,2.5
U02875,2026-02-21,Desktop,Referral,Hyderabad,1,0,0,0,0,0,0,8.6
U02876,2026-01-26,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,2.5
U02877,2026-02-12,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,6.8
U02878,2026-02-22,Mobile,Direct,Mumbai,1,0,0,0,0,0,0,11
U02879,2026-02-25,Mobile,Email,Mumbai,1,0,0,0,0,0,0,8.7
U02880,2026-03-19,Mobile,Organic Search,Mumbai,1,1,1,1,1,1,5608.5,4.6
U02881,2026-03-18,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,4.1
U02882,2026-03-09,Desktop,Organic Search,Bengaluru,1,1,1,1,0,0,0,11
U02883,2026-02-02,Mobile,Social Media,Mumbai,1,1,0,0,0,0,0,7.2
U02884,2026-01-14,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,7.3
U02885,2026-03-18,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,3.7
U02886,2026-01-17,Tablet,Direct,Delhi,1,0,0,0,0,0,0,4.6
U02887,2026-02-08,Mobile,Paid Search,Bengaluru,1,1,1,1,1,0,0,9.2
U02888,2026-02-17,Mobile,Organic Search,Mumbai,1,1,1,0,0,0,0,7.6
U02889,2026-01-06,Desktop,Direct,Mumbai,1,0,0,0,0,0,0,8.9
U02890,2026-01-22,Desktop,Direct,Bengaluru,1,0,0,0,0,0,0,10.2
U02891,2026-03-28,Mobile,Email,Chennai,1,0,0,0,0,0,0,14.6
U02892,2026-02-06,Desktop,Social Media,Other,1,1,1,0,0,0,0,6.2
U02893,2026-02-12,Desktop,Organic Search,Chennai,1,0,0,0,0,0,0,12.4
U02894,2026-02-14,Desktop,Referral,Mumbai,1,0,0,0,0,0,0,7.5
U02895,2026-03-06,Mobile,Organic Search,Hyderabad,1,1,0,0,0,0,0,8.4
U02896,2026-01-04,Desktop,Organic Search,Hyderabad,1,0,0,0,0,0,0,8.8
U02897,2026-03-09,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,12.7
U02898,2026-02-26,Mobile,Organic Search,Delhi,1,1,1,0,0,0,0,5.4
U02899,2026-02-03,Mobile,Organic Search,Bengaluru,1,1,1,1,0,0,0,6.5
U02900,2026-01-30,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,7.9
U02901,2026-02-08,Mobile,Organic Search,Delhi,1,1,0,0,0,0,0,10.4
U02902,2026-03-20,Desktop,Organic Search,Hyderabad,1,0,0,0,0,0,0,6.1
U02903,2026-03-31,Mobile,Organic Search,Bengaluru,1,1,1,1,1,1,3117.16,3.7
U02904,2026-02-08,Mobile,Organic Search,Chennai,1,1,1,1,1,1,1381.13,8.3
U02905,2026-03-13,Mobile,Email,Bengaluru,1,1,1,0,0,0,0,3.3
U02906,2026-03-31,Mobile,Referral,Mumbai,1,1,0,0,0,0,0,7.1
U02907,2026-01-17,Tablet,Social Media,Bengaluru,1,1,1,0,0,0,0,6.8
U02908,2026-01-12,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,6.8
U02909,2026-01-06,Mobile,Organic Search,Pune,1,0,0,0,0,0,0,10.1
U02910,2026-01-29,Mobile,Organic Search,Pune,1,0,0,0,0,0,0,6.2
U02911,2026-01-14,Mobile,Paid Search,Pune,1,1,1,0,0,0,0,12.3
U02912,2026-01-01,Mobile,Social Media,Pune,1,0,0,0,0,0,0,6.4
U02913,2026-02-08,Desktop,Email,Mumbai,1,0,0,0,0,0,0,6.5
U02914,2026-01-06,Tablet,Social Media,Mumbai,1,1,1,1,1,1,1970.55,13.7
U02915,2026-02-13,Mobile,Paid Search,Mumbai,1,0,0,0,0,0,0,7.1
U02916,2026-02-10,Desktop,Organic Search,Delhi,1,1,0,0,0,0,0,4.6
U02917,2026-02-01,Desktop,Referral,Mumbai,1,0,0,0,0,0,0,1.5
U02918,2026-03-25,Desktop,Paid Search,Hyderabad,1,0,0,0,0,0,0,4.2
U02919,2026-01-05,Mobile,Email,Pune,1,0,0,0,0,0,0,3.8
U02920,2026-02-16,Mobile,Social Media,Delhi,1,0,0,0,0,0,0,8.8
U02921,2026-01-17,Mobile,Email,Pune,1,0,0,0,0,0,0,2.6
U02922,2026-02-02,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,7.5
U02923,2026-02-11,Desktop,Direct,Bengaluru,1,0,0,0,0,0,0,4.9
U02924,2026-01-23,Mobile,Social Media,Bengaluru,1,1,1,0,0,0,0,11.1
U02925,2026-03-11,Mobile,Social Media,Chennai,1,0,0,0,0,0,0,7.1
U02926,2026-02-19,Desktop,Paid Search,Hyderabad,1,1,1,1,0,0,0,2.2
U02927,2026-01-29,Desktop,Direct,Chennai,1,1,1,0,0,0,0,3
U02928,2026-03-05,Tablet,Social Media,Hyderabad,1,0,0,0,0,0,0,0.9
U02929,2026-01-04,Desktop,Organic Search,Bengaluru,1,0,0,0,0,0,0,4.5
U02930,2026-01-07,Mobile,Paid Search,Delhi,1,0,0,0,0,0,0,3.1
U02931,2026-03-20,Mobile,Organic Search,Pune,1,1,1,0,0,0,0,3.9
U02932,2026-03-03,Desktop,Social Media,Hyderabad,1,1,0,0,0,0,0,5.1
U02933,2026-02-28,Mobile,Social Media,Mumbai,1,0,0,0,0,0,0,4.6
U02934,2026-01-21,Mobile,Paid Search,Hyderabad,1,1,1,0,0,0,0,4.1
U02935,2026-01-16,Desktop,Organic Search,Hyderabad,1,1,1,1,1,1,6751.17,12.9
U02936,2026-03-11,Mobile,Direct,Delhi,1,1,1,0,0,0,0,9.8
U02937,2026-01-13,Desktop,Referral,Delhi,1,0,0,0,0,0,0,6
U02938,2026-01-08,Mobile,Referral,Pune,1,0,0,0,0,0,0,1
U02939,2026-03-02,Tablet,Paid Search,Chennai,1,0,0,0,0,0,0,8.8
U02940,2026-01-03,Mobile,Referral,Pune,1,1,1,0,0,0,0,7.7
U02941,2026-02-15,Mobile,Social Media,Hyderabad,1,1,1,0,0,0,0,7.4
U02942,2026-03-03,Mobile,Organic Search,Bengaluru,1,0,0,0,0,0,0,3.9
U02943,2026-01-23,Mobile,Organic Search,Hyderabad,1,0,0,0,0,0,0,7.1
U02944,2026-01-08,Desktop,Paid Search,Delhi,1,1,1,1,1,0,0,12
U02945,2026-01-20,Desktop,Organic Search,Bengaluru,1,1,1,1,1,1,5113.1,10
U02946,2026-01-30,Mobile,Direct,Hyderabad,1,0,0,0,0,0,0,5.2
U02947,2026-03-16,Mobile,Organic Search,Mumbai,1,0,0,0,0,0,0,3.3
U02948,2026-02-23,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,2.3
U02949,2026-01-20,Mobile,Social Media,Hyderabad,1,0,0,0,0,0,0,4.6
U02950,2026-01-02,Tablet,Paid Search,Hyderabad,1,0,0,0,0,0,0,5.8
U02951,2026-01-17,Desktop,Social Media,Hyderabad,1,0,0,0,0,0,0,6.5
U02952,2026-01-15,Desktop,Organic Search,Delhi,1,1,1,0,0,0,0,4.7
U02953,2026-03-06,Desktop,Referral,Mumbai,1,1,1,0,0,0,0,2.9
U02954,2026-03-10,Mobile,Paid Search,Bengaluru,1,0,0,0,0,0,0,3.4
U02955,2026-03-10,Tablet,Social Media,Bengaluru,1,1,1,0,0,0,0,2.7
U02956,2026-03-13,Desktop,Email,Pune,1,1,1,0,0,0,0,8.5
U02957,2026-03-09,Desktop,Direct,Chennai,1,0,0,0,0,0,0,4.7
U02958,2026-02-12,Desktop,Referral,Delhi,1,1,1,1,1,0,0,2.5
U02959,2026-01-12,Mobile,Social Media,Chennai,1,1,1,1,0,0,0,6.9
U02960,2026-03-24,Desktop,Paid Search,Bengaluru,1,1,0,0,0,0,0,2.3
U02961,2026-01-22,Mobile,Social Media,Other,1,0,0,0,0,0,0,3.6
U02962,2026-03-11,Mobile,Referral,Mumbai,1,0,0,0,0,0,0,5.6
U02963,2026-01-20,Mobile,Direct,Hyderabad,1,0,0,0,0,0,0,7.4
U02964,2026-01-15,Tablet,Organic Search,Chennai,1,0,0,0,0,0,0,1.3
U02965,2026-01-08,Desktop,Paid Search,Bengaluru,1,1,1,0,0,0,0,7.7
U02966,2026-02-06,Desktop,Referral,Bengaluru,1,1,1,0,0,0,0,6
U02967,2026-01-28,Desktop,Paid Search,Other,1,1,1,1,1,1,1731.94,14.4
U02968,2026-01-11,Mobile,Paid Search,Pune,1,0,0,0,0,0,0,8.2
U02969,2026-03-11,Tablet,Paid Search,Hyderabad,1,0,0,0,0,0,0,3.7
U02970,2026-01-27,Mobile,Social Media,Bengaluru,1,1,1,0,0,0,0,10.6
U02971,2026-02-11,Mobile,Direct,Delhi,1,0,0,0,0,0,0,4.8
U02972,2026-03-16,Mobile,Social Media,Bengaluru,1,0,0,0,0,0,0,2.6
U02973,2026-03-24,Desktop,Organic Search,Mumbai,1,1,0,0,0,0,0,0.6
U02974,2026-03-17,Desktop,Organic Search,Delhi,1,1,1,0,0,0,0,7.7
U02975,2026-03-22,Mobile,Organic Search,Mumbai,1,1,1,1,1,1,2578.51,2.1
U02976,2026-01-08,Mobile,Social Media,Delhi,1,0,0,0,0,0,0,4.8
U02977,2026-02-28,Desktop,Social Media,Delhi,1,0,0,0,0,0,0,8.6
U02978,2026-03-01,Mobile,Organic Search,Other,1,1,1,1,1,0,0,6.5
U02979,2026-03-03,Desktop,Email,Bengaluru,1,1,1,1,1,0,0,8
U02980,2026-01-19,Tablet,Email,Pune,1,1,0,0,0,0,0,5.8
U02981,2026-02-12,Mobile,Paid Search,Hyderabad,1,0,0,0,0,0,0,5.6
U02982,2026-03-01,Mobile,Paid Search,Bengaluru,1,1,1,1,1,1,1012.09,11.6
U02983,2026-02-20,Desktop,Direct,Hyderabad,1,0,0,0,0,0,0,17
U02984,2026-03-25,Desktop,Paid Search,Mumbai,1,0,0,0,0,0,0,4.5
U02985,2026-03-05,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,3.8
U02986,2026-03-07,Tablet,Social Media,Pune,1,1,1,0,0,0,0,14.4
U02987,2026-03-11,Mobile,Referral,Mumbai,1,0,0,0,0,0,0,15.4
U02988,2026-02-17,Mobile,Referral,Hyderabad,1,0,0,0,0,0,0,12.2
U02989,2026-01-18,Desktop,Email,Delhi,1,1,0,0,0,0,0,9.2
U02990,2026-01-20,Desktop,Direct,Pune,1,0,0,0,0,0,0,4.8
U02991,2026-03-14,Mobile,Direct,Delhi,1,0,0,0,0,0,0,11.3
U02992,2026-03-08,Desktop,Social Media,Hyderabad,1,1,1,0,0,0,0,12.3
U02993,2026-02-09,Mobile,Organic Search,Pune,1,1,1,0,0,0,0,10.4
U02994,2026-01-18,Mobile,Paid Search,Delhi,1,0,0,0,0,0,0,4.3
